country,iata,publicName,city,latitude,longitude
Canada,YUX,"Hall Beach, NT",,68.783333,-81.233333
Canada,YUY,ROUYN,Rouyn,48.216667,-78.833333
Comoros,YVA,Iconi,Moroni,-11.7,43.233333
Canada,YVB,"Bonaventure, QU",,48.071111,-65.460278
Canada,YVC,"La Ronge, SA",,55.083333,-105.333333
Papua New Guin,YVD,Yeva,,-7.55,146.166667
Canada,YVE,"Vernon, BC",,50.25,-119.333333
Canada,YVG,"Vermillion, AL",,53.366667,-110.85
Canada,YVM,"Broughton Island, NT",,67.55,-64.033333
Canada,YVN,"Cape Dyer, NT",,,
Canada,YVO,VAL D'OR,Val D'Or,,
Canada,YVP,Quujjuaq,Kuujjuaq,58.15,-68.45
Canada,YVQ,"Norman Wells, NT",,65.283333,-126.8
Canada,YVR,Vancouver,Vancouver,49.193889,-123.183333
Canada,YVT,"Buffalo Narrows, SA",,55.841944,-108.4175
Canada,YVV,"Wiarton, OT",,44.745833,-81.107222
Canada,YVZ,"Deer Lake, OT",,52.666667,-94.5
Canada,YWA,"CFB, OT",Petawawa,45.9,-77.283333
Canada,YWB,"Wakeham Bay, QU",Kangiqsujuaq,61.6,-71.966667
Canada,YWF,Downtown Waterfront Helipo,Halifax,44.65,-63.6
Canada,YWG,Winnipeg,Winnipeg,49.91,-97.24
Canada,YWH,Victoria,Victoria,48.422778,-123.3875
Canada,YWJ,"Deline, NT",,65.183333,-123.416667
Canada,YWK,WABUSH,Wabush,52.916667,-66.866667
Canada,YWL,"Williams Lake, BC",,52.183333,-122.05
Canada,YWM,"Williams Harbour, NF",,52.333333,-56.0
Canada,YWN,"Winisk, OT",,55.25,-85.116667
Canada,YWP,"Webequie, OT",,53.0,-87.333333
Canada,YWR,"White River, OT",,48.583333,-85.25
Canada,YWS,"Whistler, BC",,50.15,-122.966667
Canada,YWY,"Wrigley, NT",,63.2,-123.416667
Canada,YXC,Cranbrook,Cranbrook,49.612222,-115.781944
Canada,YXD,Edmonton,Edmonton,53.566667,-113.516667
Canada,YXE,SASKATOON,Saskatoon,52.166667,-106.683333
Canada,YXF,"Snake River, YT",,65.966667,-134.166667
Canada,YXH,"Medicine Hat, AL",,50.018889,-110.720833
Canada,YXI,"Bonnechere, OT",Killaloe,45.55,-77.416667
Canada,YXJ,FORT ST. JOH,Fort St. john,56.233333,-120.733333
Canada,YXK,"Rimouski, QU",,48.466667,-68.516667
Canada,YXL,"Sioux Lookout, OT",,50.116667,-91.9
Canada,YXN,"Whale Cove, NT",,62.183333,-92.6
Canada,YXP,"Pangnirtung, NT",,66.15,-65.733333
Canada,YXQ,"Beaver Creek, YT",,52.733333,-1.116667
Canada,YXR,"Timiskaming Regional, OT",Earlton,47.7,-79.85
Canada,YXS,PRINCE GEORG,Prince George,53.883333,-122.683333
Canada,YXT,TERRACE,Terrace,54.468611,-128.576111
Canada,YXU,London,London,43.035556,-81.153889
Canada,YXX,"Abbotsford, BC",,49.025278,-122.360556
Canada,YXY,"Whitehorse, YT",,60.709444,-135.067222
Canada,YXZ,"Wawa, OT",,47.983333,-84.783333
Canada,YYA,"Yacht Club, BC",Big Bay,50.4,-123.133333
Canada,YYB,NORTH BAY,North Bay,46.366667,-79.416667
Canada,YYC,Calgary,Calgary,51.113889,-114.020278
Canada,YYD,"Smithers, BC",,54.816667,-127.183333
Canada,YYE,"Fort Nelson, BC",,58.833333,-122.583333
Canada,YYF,PENTICTON,Penticton,49.466667,-119.6
Canada,YYG,Charlottetown,Charlottetown,46.283333,-63.133333
Canada,YYH,"Taloyoak, NT",,69.533333,-93.533333
Canada,YYI,"Rivers, MN",,50.033333,-100.2
Canada,YYJ,Victoria,Victoria,48.65,-123.433333
Canada,YYL,"Lynn Lake, MN",,56.866667,-101.066667
Canada,YYM,"Cowley, AL",,49.566667,-114.083333
Canada,YYN,"Swift Current, SA",,50.283333,-107.683333
Canada,YYQ,"Churchill, MN",,58.739167,-94.065
Canada,YYR,Goosebay,Goose Bay,53.316667,-60.416667
Canada,YYT,St.Johns,St.Johns,47.618611,-52.751944
Canada,YYU,"Kapuskasing, OT",,49.416667,-82.433333
Canada,YYW,"Armstrong, OT",,50.297222,-88.971944
Canada,YYY,MONT JOLI,Mont Joli,48.6,-68.2
Canada,YYZ,Toronto,Toronto,43.677222,-79.630556
Canada,YZA,"Ashcroft, BC",,50.716667,-121.283333
Canada,YZC,"Beatton River, BC",,56.166667,-120.416667
Canada,YZE,"Gore Bay-Manitoulin, OT",,45.885278,-82.567778
Canada,YZF,YELLOWKNIFE,Yellowknife,62.466667,-114.45
Canada,YZG,"Salluit, QU",,62.241667,-75.616667
Canada,YZH,"Slave Lake, AL",,55.293056,-114.777222
Canada,YZM,"Buchans, NF",,48.816667,-56.866667
Canada,YZP,"Sandspit, BC",,53.25,-131.816667
Canada,YZR,"Sarnia, OT",,43.0,-82.3
Canada,YZS,"Coral Harbour, NT",,64.2,-83.366667
Canada,YZT,"Port Hardy, BC",,50.683333,-127.366667
Canada,YZU,"Whitecourt, AL",,54.15,-115.683333
Canada,YZV,SEPT-ILES,Sept-Iles,50.216667,-66.266667
Canada,YZW,"Teslin, YT",,44.463333,17.925833
Canada,YZX,"CFB, NS",Greenwood,44.983333,-64.916667
Canada,ZAA,"Alice Arm, BC",,55.483333,-129.483333
Canada,ZAC,"York Landing, MN",,56.083333,-96.083333
Croatia,ZAD,Zadar,Zadar,44.097778,15.356667
Croatia,ZAG,Zagreb,Zagreb,45.733333,16.066667
Iran,ZAH,ZAHEDAN,Zahedan,29.466667,60.883333
Afghanistan,ZAJ,Zaranj,,31.1,61.883333
Chile,ZAL,Pichoy,Valdivia,-39.766667,-73.233333
Philippines,ZAM,"Int'l, ZN",Zamboanga,6.933333,122.066667
France,ZAO,Cahors,Cahors,44.333333,1.483333
Nigeria,ZAR,Zaria,,11.133333,7.683333
China,ZAT,Zhaotong,,27.316667,103.8
Spain,ZAZ,Zaragoza,Zaragoza,41.666667,-1.019444
Czech Republic,ZBE,Dolni Benesov,Zabreh,49.928333,18.071111
Canada,ZBF,"Bathurst, NB",,47.6,-65.65
Denmark,ZBJ,Fyn Train,Fyn Train,,
Yugoslavia,ZBK,Zabljak,,43.116667,19.233333
Australia,ZBL,"Biloela, QL",,-24.4,150.5
Canada,ZBM,"Bromont, QU",,45.297222,-72.747222
Australia,ZBO,"Bowen, QL",,-20.016667,148.216667
Iran,ZBR,Konarak,Chah Bahar,25.3,60.616667
Laos,ZBY,Sayaboury,,19.25,101.7
Germany,ZCA,Arnsberg,Arnsberg,36.5,117.333333
Germany,ZCC,Baden-Baden,Baden-Baden,,
Germany,ZCD,Bamberg,Bamberg,49.920556,10.914167
Mexico,ZCL,La Calera,Zacatecas,22.783333,-102.583333
Chile,ZCO,Maquehue,Temuco,-38.766944,-72.637222
South Africa,ZEC,Secunda,,-26.533333,29.166667
Indonesia,ZEG,Senggo,,-5.983333,139.366667
Canada,ZEL,"Denny Island, BC",Bella Bella,52.166667,-128.1
Canada,ZEM,"East Main River, QU",,52.25,-78.516667
Papua New Guin,ZEN,Zenag,,-6.95,146.616667
India,ZER,Zero,,27.566667,93.833333
Canada,ZFA,"Faro, YT",,62.166667,-133.666667
Australia,ZFB,"Old Fort Bay, QL",,51.583333,-57.916667
Canada,ZFD,"Fond-du-Lac, SA",,59.333333,-107.166667
Canada,ZFL,"South Trout Lake, OT",,52.833333,-93.666667
Canada,ZFM,"Fort McPherson, NT",,67.433333,-134.883333
Canada,ZFN,"Fort Norman, NT",,64.9,-125.583333
Canada,ZFW,"Fairview, AL",,56.066667,-118.383333
China,ZGC,Zhongchuan,Lanzhou,36.016667,103.716667
Canada,ZGF,"Grand Forks, BC",,49.033333,-118.466667
Canada,ZGI,"Gods River, MN",,54.683333,-94.166667
Australia,ZGL,"South Galway, QL",,-25.683333,142.116667
Zambia,ZGM,Ngoma,,-15.966667,25.95
Canada,ZGR,"Little Grand Rapids, MN",,52.066667,-95.466667
Canada,ZGS,"Gethsemani, QU",,50.333333,-60.666667
Vanuatu,ZGU,Gaua,,-14.833333,167.666667
China,ZHA,Zhanjiang,,21.266667,110.466667
Switzerland,ZHI,Grenchen,Grenchen,,
Bangladesh,ZHM,Shamshernagar,,24.398611,91.921111
Canada,ZHP,"High Prairie, AL",,55.433333,-116.483333
Switzerland,ZHV,Les Eplatures,Les Eplatures,,
Russia,ZIA,Moscow Zhukovsky,Moscow Zhukovsky,,
Chile,ZIC,Maria Ester,Victoria,-38.216667,-72.333333
Senegal,ZIG,Ziguinchor,,12.55,-16.283333
Mexico,ZIH,Ixtapie/Zihuatanejo,Ixtapie/Zihuatanejo,17.633333,-101.55
Canada,ZJG,"Jenpeg, MN",,54.6,-97.666667
Switzerland,ZJI,Locarno,Locarno,,
Canada,ZJN,"Swan River, MN",,57.466667,-1.716667
Germany,ZJS,Jena Schongleina,Jena,45.6,22.066667
Switzerland,ZJU,Olten,Olten,,
Zambia,ZKB,Kasaba Bay,,-8.516667,30.666667
Canada,ZKE,"Kaschechewan, OT",,52.281944,-81.678333
Canada,ZKG,"Kegaska, QU",,50.188889,-61.291667
Indonesia,ZKL,Bintuni,Steenkol,-2.102778,133.516667
Gabon,ZKM,Sette-Cama,,-2.533333,9.766667
Zambia,ZKP,Kasompe,,-12.566667,27.9
Mauritania,ZLG,El Gouera,,20.85,-17.083333
Mexico,ZLO,Int'l,Manzanillo,19.116667,-104.333333
Canada,ZLT,"La Tabatiere, QU",,51.0,-59.0
Brazil,ZMD,"Sena Madureira, AC",,-9.066667,-68.666667
Germany,ZMG,Magdeburg,Magdeburg,,
Canada,ZMH,"108 Mile Airport, BC",,51.736667,-121.333611
Mexico,ZMM,Zamora,,19.983333,-102.266667
Canada,ZMT,"Masset, BC",,54.016667,-132.166667
USA,ZNC,"Nyac, AK",,60.983333,-159.983333
Niger,ZND,Zinder,,13.783333,8.983333
Australia,ZNE,"Newman, WA",,-23.416667,119.933333
Canada,ZNG,"Negginan, MN",,53.0,-97.266667
Germany,ZNI,Aalen,Heidenheim,,
Germany,ZNO,Hildesheim,Hildesheim,,
Germany,ZNQ,Ingolstadt,Ingolstadt,,
Canada,ZNU,"Namu, BC",,51.85,-127.866667
Germany,ZNV,Koblenz,Koblenz,,
Tanzania,ZNZ,Zanzibar,Zanzibar,-6.216667,39.216667
Canada,ZOF,"Ocean Falls, BC",,52.283333,-127.766667
Chile,ZOS,Canal Bajo Hott Siebert,Osorno,-40.6,-73.033333
Canada,ZPB,"Sachigo Lake, OT",,53.816667,-92.133333
Chile,ZPC,Pucon,,-39.283333,-71.933333
Germany,ZPD,OLDENBURG,Oldenburg,,
USA,ZPH,"Zephyrhills, FL",,28.233333,-82.166667
Canada,ZPO,"Pinehouse Lake, SA",,55.516667,-106.6
Germany,ZQB,Solingen,Solingen,,
Germany,ZQC,Speyer,Speyer,,
Germany,ZQF,TRIER,Trier,,
Germany,ZQL,Donauschingen,Donauschingen,,
New Zealand,ZQN,Queenstown,Queenstown,-45.021111,168.739167
Canada,ZQS,"Queen Charlotte Island, BC",,53.0,-132.0
Germany,ZQV,WORMS,Worms,,
Germany,ZQW,Zweibrucken,Zweibrucken,,
Switzerland,ZRH,Zurich,Zuerich,47.464722,8.549167
Indonesia,ZRI,Sujarwo Condronegoro,Serui,-1.416667,136.233333
Canada,ZRJ,"Weagamow Lake, OT",Round Lake,52.95,-91.316667
Indonesia,ZRM,Orai,Sarmi,-1.883333,138.766667
Canada,ZRR,"Tsiigehtchic, NT",,67.45,-133.75
Austria,ZRS,Flexenpass Heliport,Zurs-Lech,,
Bahamas,ZSA,San Salvador,,24.059722,-74.533056
Reunion,ZSE,Saint Pierre de la Reunion,,-21.333333,55.483333
Canada,ZSJ,"Sandy Lake, OT",,53.066667,-93.333333
Canada,ZSP,"Saint Paul, QU",,47.75,-69.416667
Côte d'Ivoire,ZSS,Sassandra,,4.933333,-6.133333
Canada,ZST,"Stewart, BC",,55.95,-129.983333
Canada,ZSW,"Seal Cove, BC",Prince Rupert,54.286111,-130.45
French Polynes,ZTA,"Tureia, TU",,41.3,-6.466667
Canada,ZTB,"Tete a la Baleine, QU",,50.7,-59.333333
Greece,ZTH,Zakynthos,Zakynthos Is,37.750278,20.883611
Canada,ZTM,"Shamattawa, MN",,55.866667,-92.083333
Ukraine,ZTR,Zhitomir,,50.273056,28.735556
Canada,ZTS,"Tahsis, BC",,,
Germany,ZUB,Neubrandenburg,Neubrandenburg,,
Canada,ZUC,"Municipal, OT",Ignace,49.5,-91.833333
Chile,ZUD,Pupelde,Ancud,-41.9,-73.8
Côte d'Ivoire,ZUE,Zuenoula,,7.433333,-6.05
China,ZUH,Jiuzhou,Zhuhai,,
Saudia Arabia,ZUL,Zulfi,,26.3,44.816667
Canada,ZUM,"Churchill Falls, NF",,53.566667,-64.116667
Madagascar,ZVA,Miandrivazo,,-19.55,45.45
Australia,ZVG,"Springvale, WA",,-17.8,127.633333
Laos,ZVK,Savannakhet,,16.533333,104.75
Madagascar,ZWA,Andapa,,-14.65,49.616667
Canada,ZWL,"Wollaston Lake, SA",,58.116667,-103.158333
China,ZYI,Zunyi,,27.666667,106.833333
Bangladesh,ZYL,Sylhet Osmani,,24.95,91.866667
Malawi,ZZU,Mzuzu,,-11.45,34.016667
USA,ZZV,"Zanesville, OH",,39.95,-81.883333
The Netherlands,ZZZ,Unknown,Onbekend,,
Seychelles,,Fregate Island,Fregate Island,,
China,,Lushan,Lushan,,
Czech Republic,,Hradec Kralove,Hradec Kralove,,
Germany,,Grefrath-Niershorst,Grefrath,,
The Netherlands,,K15-FA-1,Olie platf. K15-FA-1,,
Germany,,Strausberg,Strausberg,,
Germany,,Landsberg,Landsberg,,
Switzerland,,Reichenbach,Reichenbach,,
Germany,,EISENHUTTENSTADT,EISENHUTTENSTADT,,
Japan,,Chitose Air Base,Chitose,,
Germany,,Schleissheim,Oberschleissheim,,
France,,Pamiers les Pujols,Pamiers,,
,,Helm-A oil platform,Olie platform,,
Russia,,Begishevo,Begishevo,,
Hungary,,T�kol Airport,T�kol,,
Germany,,Schlotheim,Schlotheim,,
India,,Bengalore,Bengalore,,
Germany,,Norvenisch Airport,Norvenich,,
Germany,,Finow,Berlin Finow,,
The Netherlands,,K5-ACP,Olie platf. K5-ACP,,
,,A12-CPP HELIPAD OIL,,,
France,,Toul,Toul,,
Belgium,,Florennes Air Base,Florennes,,
,,Bourn,Bourn,,
Sweden,,OSTRA SJUKHUSET,GOTHENBURG,,
Germany,,Welzow Airport,Welzow,,
Italy,,Rome,Rome/ Lazio,,
Germany,,Schleswig-Holstein,Schleswig-Holstein,,
Germany,,Bitburg,Bitburg,,
Switzerland,,Mollis,Glarus,,
Belgium,,St Pieters Leeuw,St Pieters Leeuw,,
Germany,,Flugplatz Holleberg,Trendelburg,,
Germany,,Niederstetten,Niederstetten,,
Spain,,Son Bonet,Mallorca,,
France,,Sezanne St Remy,Sezanne,,
Germany,,Aalen Heidenheim Elchingen,Elchingen H�rtsfeld,,
Italy,,Licola,Licola,,
Switzerland,,La Cote,La Cote,,
Italy,,Venice,Venice,,
Austria,,St. Johann,St. Johann/ Tirol,,
Germany,,Schachtholm,Rendsburg,,
The Netherlands,,Amsterdam Heliport,Amsterdam,,
Switzerland,,Dubendorf,Dubendorf,,
Germany,,Flugplatz Blumberg,Blumberg,,
The Netherlands,,Pentacon D,Pentacon D,,
The Netherlands,,L10A Heliport,L10A Heliport,,
Hungary,,Bekescsaba,Bekescsaba,,
France,,Alenco Valframbert,Alenco Valframbert,,
Belgium,,Diest,Schaffen,,
Germany,,Leer Papenburg,Leer Papenburg,,
USA,,John Wayne Airport,Santa Ana,,
Jordan,,Muwaffaq Salti AB,Azraq Airbase,,
Spain,,LA PERDIZ,CIUDAD REAL,,
Belgium,,Nijlen Heliport,Nijlen,,
Germany,,Biberach an der Riss,Biberach an der Riss,,
The Netherlands,,De Voorst,De Voorst,,
The Netherlands,,Oil Platform P11-b,North Sea,,
France,,Montbeugny,Moulins,,
Germany,,Schonhagen,Schonhagen,,
Belgium,,Chievres AB,Chievres,,
Portugal,,Alverca,Lissabon,,
The Netherlands,,Oostwold airport,Oostwold,,
,,P6-A,P6-A,,
Finland,,Kuhmo Airport,Kuhmo,,
Norway,,Vaernes AB,Trondheim,,
Italy,,Amendola Air Base,Foggia,,
Germany,,Schwarze heide,Dinslaken,,
France,,Dijon-Darois,Dijon,,
Pakistan,,Benazir Bhutto International,Islamabad,,
Switzerland,,St Stephan AB,St Stephan,,
Norway,,Rakkestad Airport,Rakkestad,,
France,,LE PLESSIS-BELLEVILLE,Belleville,,
Czech Republic,,Dr�sov,Dr�sov,,
USA,,"Mc Kinney, TX",Mc Kinney,,
Switzerland,,Yverdon-les-Bain,Yverdon-Les-Bain,,
Germany,,Diepholz,Diepholz,,
Belgium,,Grimbergen,Grimbergen,,
Belgium,,Lint Heliport,Liny,,
The Netherlands,,P-15ACD Oil Platform,P-15ACD Oil Platform,,
Germany,,Ampfing-waldkraiburg,Ampfing,,
Czech Republic,,Letnany Praha,Letnany,,
France,,Voisins,Voisins,,
Germany,,Neubrandenburg,Neubrandenburg,,
Belgium,,Beauvechain Air Base,Beauvechain,,
Belgium,,Kiel Airport,Kiel Airport,,
Poland,,Warsaw,Warsaw,,
Spain,,el castano airport,luciana,,
Bosnia Herzegovina,,Mostar International Airport,Mostar,,
Italy,,Airport Capo Bellavista,Capo Bella Vista,,
,,K18 Kotter,K18 Kotter,,
The Netherlands,,Q13-A (oil platform),Q13-A (oil platform),,
Germany,,Uelzen,Uelzen,,
Belgium,,K-Heist Westkapelle,KnokkeHeist Heliport,,
Netherlands (the),,K2B-A (oil platform),K2B-A (oil platform),,
Netherlands (the),,L2-FA-1 (OIL PLF),L2-FA-1 (OIL PLF),,
Netherlands (the),,Olie platf. K9AB_B,Olie platf. K9AB_B,,
The Netherlands,,Olie platf. J6-A,Olie platf. J6-A,,
Zambia,,kenneth kaunda,kenneth kaunda,,
,,Malmen Air Base,Linkoping,,
United Kingdom of Great Britain and Northern Ireland,,Spanhoe,Harringworth,,
Germany,,Borkenberge Airport,Borkenberge Airport,,
France,,Orleans Bricy,Orleans,,
Belgium,,Kleine Brogel,Peer,,
USA,,West michigan,Holland,,
Germany,,Grossenhain,Grossenhain,,
,,wunstorf air base,wunstorf,,
Italy,,Cameri Air Base,Cameri,,
France,,Gray/ Saint_Adrien,Gray/ Saint_Adrien,,
Egypt,,Sphinx International,Giza,,
Bahrain,,Isa Air Base,Isa Air Base,,
United Kingdom of Great Britain and Northern Ireland,,Panshanger,Herfordshire,,
United Kingdom of Great Britain and Northern Ireland,,Longside Heliport,Peterhead,,
Netherlands (the),,P15-E Oil platform,P15-E Oil platform,,
Austria,,Wiener Neustadt,Wiener Neustadt,,
Italy,,Aeroporto di Bresso,Milano,,
United Kingdom of Great Britain and Northern Ireland,,Full Sutton,York,,
Portugal,,Montijo Air Base,Montijo Air Base,,
Germany,,Berlin,Berlin,,
Germany,,Laarbruch,,,
United Kingdom of Great Britain and Northern Ireland,,Chalgrove,Chalgrove,,
United Kingdom of Great Britain and Northern Ireland,,Peterborough Sibson,Peterborough,,
United Kingdom of Great Britain and Northern Ireland,,Popham Airfield,Popham,,
United Kingdom of Great Britain and Northern Ireland,,Rufforth,Rufforth,,
United Kingdom of Great Britain and Northern Ireland,,Shobdon,Shobdon,,
Netherlands (the),,L13-FE-1 Oil plf,L13-FE-1 Oil plf,,
United Kingdom of Great Britain and Northern Ireland,,Bagby,Bagby,,
United Kingdom of Great Britain and Northern Ireland,,Dishforth AB,Dishforth AB,,
United Kingdom of Great Britain and Northern Ireland,,Wickenby Airport,Wickenby,,
Spain,,LA CUESTA aIRPORT,lA CUESTA,,
,,G17D-A Oil platform,G17D-A Oil platform,,
United Kingdom of Great Britain and Northern Ireland,,Maypole Airport,Hoath,,
Germany,,Westerstede Felde,Westerstede Felde,,
Germany,,Schmallenberg,Schmallenberg,,
Portugal,,Evora Airport,Evora Airport,,
Austria,,Zell am See,Zell am See,,
Hungary,,Papa AB,Papa,,
United Kingdom of Great Britain and Northern Ireland,,Marham,Marham,,
Denmark,,Aero Airport,Marstal,,
United Kingdom of Great Britain and Northern Ireland,,Solent Airport,Lee-On-Solent,,
Germany,,Kamenz,Kamenz,,
United Kingdom of Great Britain and Northern Ireland,,Wolverhampton,Wolverhampton,,
France,,Bellegarde - Vouvray,Vouvray,,
United Kingdom of Great Britain and Northern Ireland,,RAF Shawbury,Shawbury,,
France,,Lapalisse - Perigny,Perigny,,
Germany,,Kiritz Airport,Kiritz,,
Italy,,Scalea,Scalea,,
Poland,,Opole,Opole,,
United States of America (the),,St Louis Downton,St. Louis,,
Netherlands (the),,Boorplatform L8-P4,West-Terschelling,,
France,,Aerodrome d'Andernos,Andernos-les-Bains,,
France,,Bar-sur-Seine,Bar-sur-Seine,,
Italy,,Rivoli Osoppo,Rivoli,,
,,Antichan Airport Saint Girons,Saint Girons,,
,,A�rodrome de Villerupt,Serrouville,,
United Kingdom of Great Britain and Northern Ireland,,Sherburn in elmet,Sherburn in elmet,,
Morocco,,Casablanca TitMellil,Tit Mellil,,
Hungary,,Kiskunlachaza airprt,Budapest,,
Italy,,Rome Urbe,Rome,,
,,Kecskem�t Air Base,Kecskem�t,,
Austria,,Flugplatz Nieder�blarn,Nieder�blarn,,
Spain,,La Caminera,Ciudad Real,,
,,MARMANDE VIRAZEIL,MARMANDE VIRAZEIL,,
United Kingdom of Great Britain and Northern Ireland,,Turweston Airport,Turweston Aerodrome,,
,,Bad bremstedt,,,
Netherlands (the),,Vlieland Heliport,Vlieland,,
Germany,,Schwandorf Airfield,Schwandorf Airfield,,
Ireland,,Athboy Airport,,,
,,Plock Airport,Plock,,
The Netherlands,,Voorst,Voorst,,
Sweden,,Eslov Airport,Eslov,,
Germany,,Ganderkesee-Atlas,Ganderkesee-Atlas,,
Belgium,,GENK/ZWARTEB,Genk/Zwarteberg,,
The Netherlands,,Middelburg/M.Zeeland,Middelburg/M.Zeeland,,
Armenia,,Yerevan,Erevan,,
Poland,,Bydgoszcz,Bydgoszcz,,
France,,HAGUENAU,Haguenau,,
Italy,,Monte Terminillo,Monte Terminillo,,
Germany,,STADTLOHN/WE,Stadtlohn/Wenningfel,,
The Netherlands,,Hilversum,Hilversum,,
The Netherlands,,HOOGEVEEN,Hoogeveen,,
Germany,,NIEDERSTETTE,Niederstetten,,
Germany,,RHEINE ESCHE,Rheine Eschendorf,,
France,,GUAYANCOURT,Guayancourt,,
Germany,,LANDSBERG,Landsberg,,
The Netherlands,,DRACHTEN,Drachten,,
Germany,,NEUBIBERG,Neubiberg,,
The Netherlands,,Seppe Of Hoeven,Seppe Of Hoeven,,
Spain,,ROTA (BASE N,Rota (base Naval),,
Germany,,Laupheim,Laupheim,,
The Netherlands,,TEXEL,Texel,,
Ireland,,P011,P011,,
Morocco,,Agadir,Agadir,,
Germany,,Munster/Osna,Munster/Osnabruck,,
Montenegro,,Titograd,Titograd,,
The Netherlands,,DEELEN,Deelen,,
Netherlands (the),,15-Fa-1 (Oil-PLF),L15-Fa-1 (Oil-PLF),,
Austria,,Zeltweg,Zeltweg,,
,,Cottbus-Neuhausen,Brandenburg,,
Germany,,Marl/Loemuhle,Marl/Loemuhle,,
Ireland,,BOOR,BOOR,,
Greece,,Tanagra,Tanagra,,
Austria,,Krems,Krems,,
France,,St.Cyplecole,St.Cyr L'Ecole,,
France,,LE CANNET,LE LUC,,
France,,Saumur,Saumur,,
Germany,,Karlshofen,Karlshofen,,
The Netherlands,,WSIG  (BOOR),WSIG  (BOOR),,
The Netherlands,,EMMELOORD,Emmeloord,,
Belgium,,Saint-Hubert,Saint-Hubert,,
Germany,,GIEBELSTADT,GIEBELSTADT,,
Ireland,,BOOR,BOOR,,
Luxembourg,,Noertrange,Noertrange,,
France,,LONGUYON,Longuyon/Villette,,
Germany,,Wurzburg,Wurzburg,,
Germany,,Halle,Halle,,
Germany,,Magdeburg,Magdeburg,,
Sweden,,Hoganas,Hoganas,,
Germany,,Vilshoven,Vilshoven,,
Austria,,Suben,Scharding,,
Germany,,GUNZENHAUSEN,Gunzenhausen,,
The Netherlands,,RXPL,BOOREILAND RXPL,,
Germany,,Herzogenaurach,Herzogenaurach,,
France,,Chalon,Chalon,,
Switzerland,,Buochs,Buochs (mil),,
Belgium,,Hoevenen,Hoevenen,,
Germany,,Rhein,Rhein,,
Germany,,P12C,P12C,,
Ireland,,BOOREILAND F003,BOOREILAND F003,,
Germany,,BOOR,BOOR,,
Germany,,Hildesheim (mil),Hildesheim (mil),,
Germany,,Porta Westfalica,Porta Westfalica,,
Belgium,,Ursel (mil),Ursel (mil),,
Belgium,,Melsbroek,Melsbroek,,
Germany,,Uetersen,Uetersen,,
Germany,,Coburg,Coburg,,
Ireland,,BOOR,BOOR,,
USA,,Port Huron,Port Huron,,
Germany,,Rothenburg,Rothenburg O.D.T.,,
Germany,,BOOR,BOOR,,
Germany,,Hartenholm,Hartenholm,,
France,,St. dizier,St. dizier,,
Germany,,Hassfurt,Hassfurt,,
France,,Cambrai,Cambrai,,
Germany,,Oerlinghausen,Oerlinghausen,,
Germany,,MEMMINGEN,MEMMINGEN,,
Ireland,,Casement/Baldonnel,Casement/Baldonnel,,
Belgium,,Brasschaat,Brasschaat,,
Germany,,Wahlstedt,Wahlstedt,,
France,,BLOIS,Blois,,
Germany,,Grafenwohr,Grafenwohr,,
Sweden,,Vaxjo,Vaxjo,,
Czech Republic,,ROUDNICE,Roudnice,,
Germany,,HESSENTAL,Schwabisch Hall,,
Germany,,Rottweil/Zepfenhan,Rottweil/Zepfenhan,,
Germany,,MONT ROYAL,TRABEN-TRARBACH,,
Austria,,VOSLAU,Voslau,,
Germany,,BREMGARTEN,BREMGARTEN,,
Austria,,wels,wels,,
Germany,,WERNEUCHEN,WERNEUCHEN,,
Sweden,,Arvika,Arvika,,
France,,Chartres,Chartres,,
Greece,,Elefsis,Elefsis,,
Switzerland,,Luzern,Luzern - Beromunster,,
Belgium,,Brustum,Sint Truiden,,
The Netherlands,,Budel,Weert/Budel,,
Germany,,Hohn,Hohn,,
Germany,,mainbullau,mainbullau,,
Germany,,BOOREILAND,BOOREILAND,,
Germany,,BOOR,BOOR,,
Germany,,Peine,Peine,,
Germany,,Rowh,Northeim,,
Ireland,,Weston,Weston,,
The Netherlands,,Ameland,Ameland,,
France,,Conde-Sur-Noireau,Conde-Sur-Noireau,,
Germany,,BOOR,BOOR,,
France,,PRUNAY,REIMS/PRUNAY,,
Germany,,Schweningen A Neckar,Schweningen A Neckar,,
The Netherlands,,BOOR,ROWC,,
Belgium,,Koksijde,Koksijde,,
Czech Republic,,Prague,Prague,,
The Netherlands,,J06A  (BOOR),J06A  (BOOR),,
Germany,,Anklam,Anklam,,
Germany,,Frankfurt,Frankfurt,,
Germany,,Nordhorn,Nordhorn,,
Germany,,PCNF (BOOR),PCNF (BOOR),,
Germany,,Mengen Duitsland,Mengen Duitsland,,
Germany,,ONBEKEND,ONBEKEND,,
Germany,,Offenburg/Baden,Offenburg/Baden,,
Belgium,,Spa,Spa,,
USA,,BOOR,BOOR,,
Germany,,Coleman (mil),Coleman (mil),,
France,,RYN0,RYN0,,
Germany,,NRRA,NRRA,,
Germany,,Reichelsheim,Reichelsheim,,
The Netherlands,,BOOREILAND,BOOREILAND,,
Germany,,Unterzeil,Unterzeil,,
Germany,,"Weiden,Oberpfalz","Weiden,Oberpfalz",,
Germany,,Kamp/Lintfort,Kamp/Lintfort,,
USA,,BOOREILAND,BOOREILAND,,
France,,Paris,Paris,,
Germany,,Ganderkesee,Ganderkesee,,
USA,,BOOREILAND,BOOREILAND,,
The Netherlands,,Nort,Nort,,
